Данные по сигналу Мгновенный расход ИЛ №1 (т/ч) (т/ч):,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
Дата: с 21.12.2017 по 25.12.2018 23:59:59,,,,,,
Время,Значение,Качество,,,,
2018-04-06 21:59:59.999000,419.46844482421875,Хорошее,,,,
2018-04-06 22:59:59.999000,443.42279052734375,Хорошее,,,,
2018-04-06 23:59:59.999000,438.99395751953125,Хорошее,,,,
2018-04-07 00:59:59.999000,444.6365051269531,Хорошее,,,,
2018-04-07 01:59:59.999000,444.3460998535156,Хорошее,,,,
2018-04-07 02:59:59.999000,430.8809509277344,Хорошее,,,,
2018-04-07 03:59:59.999000,438.2959899902344,Хорошее,,,,
2018-04-07 04:59:59.999000,432.016845703125,Хорошее,,,,
2018-04-07 05:59:59.999000,443.324462890625,Хорошее,,,,
2018-04-07 06:59:59.999000,438.5498352050781,Хорошее,,,,
2018-04-07 07:59:59.999000,442.94329833984375,Хорошее,,,,
2018-04-07 08:59:59.999000,471.0581359863281,Хорошее,,,,
2018-04-07 09:59:59.999000,0,Хорошее,,,,
2018-04-07 10:59:59.999000,0,Хорошее,,,,
2018-04-07 11:59:59.999000,386.91766357421875,Хорошее,,,,
2018-04-07 12:59:59.999000,447.9053039550781,Хорошее,,,,
2018-04-07 13:59:59.999000,443.42706298828125,Хорошее,,,,
2018-04-07 14:59:59.999000,443.5357666015625,Хорошее,,,,
2018-04-07 15:59:59.999000,443.4911804199219,Хорошее,,,,
2018-04-07 16:59:59.999000,443.5586242675781,Хорошее,,,,
2018-04-07 17:59:59.999000,443.5968322753906,Хорошее,,,,
2018-04-07 18:59:59.999000,443.5903015136719,Хорошее,,,,
2018-04-07 19:59:59.999000,430.19366455078125,Хорошее,,,,
2018-04-07 20:59:59.999000,442.91387939453125,Хорошее,,,,
2018-04-07 21:59:59.999000,443.1172790527344,Хорошее,,,,
2018-04-07 22:59:59.999000,434.0693359375,Хорошее,,,,
2018-04-07 23:59:59.999000,431.666259765625,Хорошее,,,,
2018-04-08 00:59:59.999000,438.5745544433594,Хорошее,,,,
2018-04-08 01:59:59.999000,437.2814636230469,Хорошее,,,,
2018-04-08 02:59:59.999000,422.04443359375,Хорошее,,,,
2018-04-08 03:59:59.999000,418.8449401855469,Хорошее,,,,
2018-04-08 04:59:59.999000,415.1440124511719,Хорошее,,,,
2018-04-08 05:59:59.999000,435.2881774902344,Хорошее,,,,
2018-04-08 06:59:59.999000,443.1715087890625,Хорошее,,,,
2018-04-08 07:59:59.999000,443.22100830078125,Хорошее,,,,
2018-04-08 08:59:59.999000,443.1887512207031,Хорошее,,,,
2018-04-08 09:59:59.999000,434.36859130859375,Хорошее,,,,
2018-04-08 10:59:59.999000,443.4626159667969,Хорошее,,,,
2018-04-08 11:59:59.999000,439.11297607421875,Хорошее,,,,
2018-04-08 12:59:59.999000,437.9926452636719,Хорошее,,,,
2018-04-08 13:59:59.999000,443.7930603027344,Хорошее,,,,
2018-04-08 14:59:59.999000,443.7156982421875,Хорошее,,,,
2018-04-08 15:59:59.999000,434.7669372558594,Хорошее,,,,
2018-04-08 16:59:59.999000,430.2441101074219,Хорошее,,,,
2018-04-08 17:59:59.999000,443.693603515625,Хорошее,,,,
2018-04-08 18:59:59.999000,434.67486572265625,Хорошее,,,,
2018-04-08 19:59:59.999000,427.4483947753906,Хорошее,,,,
2018-04-08 20:59:59.999000,424.5830078125,Хорошее,,,,
2018-04-08 21:59:59.999000,424.75006103515625,Хорошее,,,,
2018-04-08 22:59:59.999000,414.1118469238281,Хорошее,,,,
2018-04-08 23:59:59.999000,416.6060791015625,Хорошее,,,,
2018-04-09 00:59:59.999000,412.44268798828125,Хорошее,,,,
2018-04-09 01:59:59.999000,416.0289306640625,Хорошее,,,,
2018-04-09 02:59:59.999000,419.8948974609375,Хорошее,,,,
2018-04-09 03:59:59.999000,424.26019287109375,Хорошее,,,,
2018-04-09 04:59:59.999000,418.85467529296875,Хорошее,,,,
2018-04-09 05:59:59.999000,435.35064697265625,Хорошее,,,,
2018-04-09 06:59:59.999000,419.2317810058594,Хорошее,,,,
2018-04-09 07:59:59.999000,403.0228576660156,Хорошее,,,,
2018-04-09 08:59:59.999000,416.4940490722656,Хорошее,,,,
2018-04-09 09:59:59.999000,403.1755065917969,Хорошее,,,,
2018-04-09 10:59:59.999000,414.2243957519531,Хорошее,,,,
2018-04-09 11:59:59.999000,629.9071044921875,Хорошее,,,,
2018-04-09 12:59:59.999000,631.22216796875,Хорошее,,,,
2018-04-09 13:59:59.999000,640.962158203125,Хорошее,,,,
2018-04-09 14:59:59.999000,757.8677978515625,Хорошее,,,,
2018-04-09 15:59:59.999000,631.9349365234375,Хорошее,,,,
2018-04-09 16:59:59.999000,636.497314453125,Хорошее,,,,
2018-04-09 17:59:59.999000,651.1448364257812,Хорошее,,,,
2018-04-09 18:59:59.999000,645.2831420898438,Хорошее,,,,
2018-04-09 19:59:59.999000,657.9766235351562,Хорошее,,,,
2018-04-09 20:59:59.999000,658.9662475585938,Хорошее,,,,
2018-04-09 21:59:59.999000,654.5269165039062,Хорошее,,,,
2018-04-09 22:59:59.999000,645.5411987304688,Хорошее,,,,
2018-04-09 23:59:59.999000,662.1156005859375,Хорошее,,,,
2018-04-10 00:59:59.999000,645.6923828125,Хорошее,,,,
2018-04-10 01:59:59.999000,645.681396484375,Хорошее,,,,
2018-04-10 02:59:59.999000,658.9219970703125,Хорошее,,,,
2018-04-10 03:59:59.999000,645.4147338867188,Хорошее,,,,
2018-04-10 04:59:59.999000,645.47509765625,Хорошее,,,,
2018-04-10 05:59:59.999000,645.5800170898438,Хорошее,,,,
2018-04-10 06:59:59.999000,645.5928344726562,Хорошее,,,,
2018-04-10 07:59:59.999000,645.56298828125,Хорошее,,,,
2018-04-10 08:59:59.999000,488.2934875488281,Хорошее,,,,
2018-04-10 09:59:59.999000,322.40020751953125,Хорошее,,,,
2018-04-10 10:59:59.999000,459.7506408691406,Хорошее,,,,
2018-04-10 11:59:59.999000,678.113525390625,Хорошее,,,,
2018-04-10 12:59:59.999000,605.1165771484375,Хорошее,,,,
2018-04-10 13:59:59.999000,551.194091796875,Хорошее,,,,
2018-04-10 14:59:59.999000,0,Хорошее,,,,
2018-04-10 15:59:59.999000,0,Хорошее,,,,
2018-04-10 16:59:59.999000,0,Хорошее,,,,
2018-04-10 17:59:59.999000,0,Хорошее,,,,
2018-04-10 18:59:59.999000,0,Хорошее,,,,
2018-04-10 19:59:59.999000,0,Хорошее,,,,
2018-04-10 20:59:59.999000,0,Хорошее,,,,
2018-04-10 21:59:59.999000,0,Хорошее,,,,
2018-04-10 22:59:59.999000,0,Хорошее,,,,
2018-04-10 23:59:59.999000,0,Хорошее,,,,
2018-04-11 00:59:59.999000,0,Хорошее,,,,
2018-04-11 01:59:59.999000,0,Хорошее,,,,
2018-04-11 02:59:59.999000,0,Хорошее,,,,
2018-04-11 03:59:59.999000,0,Хорошее,,,,
2018-04-11 04:59:59.999000,0,Хорошее,,,,
2018-04-11 05:59:59.999000,0,Хорошее,,,,
2018-04-11 06:59:59.999000,0,Хорошее,,,,
2018-04-11 07:59:59.999000,0,Хорошее,,,,
2018-04-11 08:59:59.999000,0,Хорошее,,,,
2018-04-11 09:59:59.999000,0,Хорошее,,,,
2018-04-11 10:59:59.999000,0,Хорошее,,,,
2018-04-11 11:59:59.999000,0,Хорошее,,,,
2018-04-11 12:59:59.999000,0,Хорошее,,,,
2018-04-11 13:59:59.999000,0,Хорошее,,,,
2018-04-11 14:59:59.999000,0,Хорошее,,,,
2018-04-11 15:59:59.999000,0,Хорошее,,,,
2018-04-11 16:59:59.999000,0,Хорошее,,,,
2018-04-11 17:59:59.999000,0,Хорошее,,,,
2018-04-11 18:59:59.999000,0,Хорошее,,,,
2018-04-11 19:59:59.999000,0,Хорошее,,,,
2018-04-11 20:59:59.999000,0,Хорошее,,,,
2018-04-11 21:59:59.999000,0,Хорошее,,,,
2018-04-11 22:59:59.999000,0,Хорошее,,,,
2018-04-11 23:59:59.999000,0,Хорошее,,,,
2018-04-12 00:59:59.999000,0,Хорошее,,,,
2018-04-12 01:59:59.999000,0,Хорошее,,,,
2018-04-12 02:59:59.999000,0,Хорошее,,,,
2018-04-12 03:59:59.999000,0,Хорошее,,,,
2018-04-12 04:59:59.999000,0,Хорошее,,,,
2018-04-12 05:59:59.999000,0,Хорошее,,,,
2018-04-12 06:59:59.999000,0,Хорошее,,,,
2018-04-12 07:59:59.999000,0,Хорошее,,,,
2018-04-12 08:59:59.999000,0,Хорошее,,,,
2018-04-12 09:59:59.999000,0,Хорошее,,,,
2018-04-12 10:59:59.999000,0,Хорошее,,,,
2018-04-12 11:59:59.999000,0,Хорошее,,,,
2018-04-12 12:59:59.999000,0,Хорошее,,,,
2018-04-12 13:59:59.999000,0,Хорошее,,,,
2018-04-12 14:59:59.999000,0,Хорошее,,,,
2018-04-12 15:59:59.999000,0,Хорошее,,,,
2018-04-12 16:59:59.999000,0,Хорошее,,,,
2018-04-12 17:59:59.999000,0,Хорошее,,,,
2018-04-12 18:59:59.999000,0,Хорошее,,,,
2018-04-12 19:59:59.999000,0,Хорошее,,,,
2018-04-12 20:59:59.999000,0,Хорошее,,,,
2018-04-12 21:59:59.999000,0,Хорошее,,,,
2018-04-12 22:59:59.999000,0,Хорошее,,,,
2018-04-12 23:59:59.999000,0,Хорошее,,,,
2018-04-13 00:59:59.999000,0,Хорошее,,,,
2018-04-13 01:59:59.999000,0,Хорошее,,,,
2018-04-13 02:59:59.999000,0,Хорошее,,,,
2018-04-13 03:59:59.999000,0,Хорошее,,,,
2018-04-13 04:59:59.999000,0,Хорошее,,,,
2018-04-13 05:59:59.999000,0,Хорошее,,,,
2018-04-13 06:59:59.999000,0,Хорошее,,,,
2018-04-13 07:59:59.999000,0,Хорошее,,,,
2018-04-13 08:59:59.999000,0,Хорошее,,,,
2018-04-13 09:59:59.999000,0,Хорошее,,,,
2018-04-13 10:59:59.999000,0,Хорошее,,,,
2018-04-13 11:59:59.999000,0,Хорошее,,,,
2018-04-13 12:59:59.999000,0,Хорошее,,,,
2018-04-13 13:59:59.999000,0,Хорошее,,,,
2018-04-13 14:59:59.999000,0,Хорошее,,,,
2018-04-13 15:59:59.999000,470.4039611816406,Хорошее,,,,
2018-04-13 16:59:59.999000,474.57098388671875,Хорошее,,,,
2018-04-13 17:59:59.999000,0,Хорошее,,,,
2018-04-13 18:59:59.999000,0,Хорошее,,,,
2018-04-13 19:59:59.999000,0,Хорошее,,,,
2018-04-13 20:59:59.999000,0,Хорошее,,,,
2018-04-13 21:59:59.999000,0,Хорошее,,,,
2018-04-13 22:59:59.999000,0,Хорошее,,,,
2018-04-13 23:59:59.999000,0,Хорошее,,,,
2018-04-14 00:59:59.999000,0,Хорошее,,,,
2018-04-14 01:59:59.999000,0,Хорошее,,,,
2018-04-14 02:59:59.999000,0,Хорошее,,,,
2018-04-14 03:59:59.999000,0,Хорошее,,,,
2018-04-14 04:59:59.999000,0,Хорошее,,,,
2018-04-14 05:59:59.999000,0,Хорошее,,,,
2018-04-14 06:59:59.999000,0,Хорошее,,,,
2018-04-14 07:59:59.999000,0,Хорошее,,,,
2018-04-14 08:59:59.999000,0,Хорошее,,,,
2018-04-14 09:59:59.999000,0,Хорошее,,,,
2018-04-14 10:59:59.999000,0,Хорошее,,,,
2018-04-14 11:59:59.999000,0,Хорошее,,,,
2018-04-14 12:59:59.999000,0,Хорошее,,,,
2018-04-14 13:59:59.999000,0,Хорошее,,,,
2018-04-14 14:59:59.999000,0,Хорошее,,,,
2018-04-14 15:59:59.999000,0,Хорошее,,,,
2018-04-14 16:59:59.999000,0,Хорошее,,,,
2018-04-14 17:59:59.999000,0,Хорошее,,,,
2018-04-14 18:59:59.999000,0,Хорошее,,,,
2018-04-14 19:59:59.999000,0,Хорошее,,,,
2018-04-14 20:59:59.999000,0,Хорошее,,,,
2018-04-14 21:59:59.999000,0,Хорошее,,,,
2018-04-14 22:59:59.999000,0,Хорошее,,,,
2018-04-14 23:59:59.999000,0,Хорошее,,,,
2018-04-15 00:59:59.999000,0,Хорошее,,,,
2018-04-15 01:59:59.999000,0,Хорошее,,,,
2018-04-15 02:59:59.999000,0,Хорошее,,,,
2018-04-15 03:59:59.999000,0,Хорошее,,,,
2018-04-15 04:59:59.999000,0,Хорошее,,,,
2018-04-15 05:59:59.999000,0,Хорошее,,,,
2018-04-15 06:59:59.999000,0,Хорошее,,,,
2018-04-15 07:59:59.999000,0,Хорошее,,,,
2018-04-15 08:59:59.999000,0,Хорошее,,,,
2018-04-15 09:59:59.999000,0,Хорошее,,,,
2018-04-15 10:59:59.999000,0,Хорошее,,,,
2018-04-15 11:59:59.999000,0,Хорошее,,,,
2018-04-15 12:59:59.999000,0,Хорошее,,,,
2018-04-15 13:59:59.999000,0,Хорошее,,,,
2018-04-15 14:59:59.999000,0,Хорошее,,,,
2018-04-15 15:59:59.999000,0,Хорошее,,,,
2018-04-15 16:59:59.999000,0,Хорошее,,,,
2018-04-15 17:59:59.999000,0,Хорошее,,,,
2018-04-15 18:59:59.999000,0,Хорошее,,,,
2018-04-15 19:59:59.999000,0,Хорошее,,,,
2018-04-15 20:59:59.999000,0,Хорошее,,,,
2018-04-15 21:59:59.999000,0,Хорошее,,,,
2018-04-15 22:59:59.999000,0,Хорошее,,,,
2018-04-15 23:59:59.999000,0,Хорошее,,,,
2018-04-16 00:59:59.999000,0,Хорошее,,,,
2018-04-16 01:59:59.999000,0,Хорошее,,,,
2018-04-16 02:59:59.999000,0,Хорошее,,,,
2018-04-16 03:59:59.999000,0,Хорошее,,,,
2018-04-16 04:59:59.999000,0,Хорошее,,,,
2018-04-16 05:59:59.999000,0,Хорошее,,,,
2018-04-16 06:59:59.999000,0,Хорошее,,,,
2018-04-16 07:59:59.999000,0,Хорошее,,,,
2018-04-16 08:59:59.999000,0,Хорошее,,,,
2018-04-16 09:59:59.999000,0,Хорошее,,,,
2018-04-16 10:59:59.999000,0,Хорошее,,,,
2018-04-16 11:59:59.999000,0,Хорошее,,,,
2018-04-16 12:59:59.999000,0,Хорошее,,,,
2018-04-16 13:59:59.999000,0,Хорошее,,,,
2018-04-16 14:59:59.999000,0,Хорошее,,,,
2018-04-16 15:59:59.999000,0,Хорошее,,,,
2018-04-16 16:59:59.999000,0,Хорошее,,,,
2018-04-16 17:59:59.999000,0,Хорошее,,,,
2018-04-16 18:59:59.999000,0,Хорошее,,,,
2018-04-16 19:59:59.999000,0,Хорошее,,,,
2018-04-16 20:59:59.999000,0,Хорошее,,,,
2018-04-16 21:59:59.999000,0,Хорошее,,,,
2018-04-16 22:59:59.999000,0,Хорошее,,,,
2018-04-16 23:59:59.999000,0,Хорошее,,,,
2018-04-17 00:59:59.999000,0,Хорошее,,,,
2018-04-17 01:59:59.999000,0,Хорошее,,,,
2018-04-17 02:59:59.999000,0,Хорошее,,,,
2018-04-17 03:59:59.999000,0,Хорошее,,,,
2018-04-17 04:59:59.999000,0,Хорошее,,,,
2018-04-17 05:59:59.999000,0,Хорошее,,,,
2018-04-17 06:59:59.999000,0,Хорошее,,,,
2018-04-17 07:59:59.999000,0,Хорошее,,,,
2018-04-17 08:59:59.999000,0,Хорошее,,,,
2018-04-17 09:59:59.999000,0,Хорошее,,,,
2018-04-17 10:59:59.999000,0,Хорошее,,,,
2018-04-17 11:59:59.999000,0,Хорошее,,,,
2018-04-17 12:59:59.999000,0,Хорошее,,,,
2018-04-17 13:59:59.999000,0,Хорошее,,,,
2018-04-17 14:59:59.999000,0,Хорошее,,,,
2018-04-17 15:59:59.999000,0,Хорошее,,,,
2018-04-17 16:59:59.999000,0,Хорошее,,,,
2018-04-17 17:59:59.999000,0,Хорошее,,,,
2018-04-17 18:59:59.999000,0,Хорошее,,,,
2018-04-17 19:59:59.999000,0,Хорошее,,,,
2018-04-17 20:59:59.999000,0,Хорошее,,,,
2018-04-17 21:59:59.999000,482.87139892578125,Хорошее,,,,
2018-04-17 22:59:59.999000,482.8019714355469,Хорошее,,,,
2018-04-17 23:59:59.999000,0,Хорошее,,,,
2018-04-18 00:59:59.999000,0,Хорошее,,,,
2018-04-18 01:59:59.999000,0,Хорошее,,,,
2018-04-18 02:59:59.999000,0,Хорошее,,,,
2018-04-18 03:59:59.999000,0,Хорошее,,,,
2018-04-18 04:59:59.999000,0,Хорошее,,,,
2018-04-18 05:59:59.999000,0,Хорошее,,,,
2018-04-18 06:59:59.999000,0,Хорошее,,,,
2018-04-18 07:59:59.999000,0,Хорошее,,,,
2018-04-18 08:59:59.999000,0,Хорошее,,,,
2018-04-18 09:59:59.999000,0,Хорошее,,,,
2018-04-18 10:59:59.999000,0,Хорошее,,,,
2018-04-18 11:59:59.999000,0,Хорошее,,,,
2018-04-18 12:59:59.999000,0,Хорошее,,,,
2018-04-18 13:59:59.999000,448.5380859375,Хорошее,,,,
2018-04-18 14:59:59.999000,483.5528259277344,Хорошее,,,,
2018-04-18 15:59:59.999000,483.5296325683594,Хорошее,,,,
2018-04-18 16:59:59.999000,487.24102783203125,Хорошее,,,,
2018-04-18 17:59:59.999000,483.3437805175781,Хорошее,,,,
2018-04-18 18:59:59.999000,483.3684997558594,Хорошее,,,,
2018-04-18 19:59:59.999000,483.3363952636719,Хорошее,,,,
2018-04-18 20:59:59.999000,483.28271484375,Хорошее,,,,
2018-04-18 21:59:59.999000,483.2817687988281,Хорошее,,,,
2018-04-18 22:59:59.999000,483.2367858886719,Хорошее,,,,
2018-04-18 23:59:59.999000,483.2365417480469,Хорошее,,,,
2018-04-19 00:59:59.999000,483.3782958984375,Хорошее,,,,
2018-04-19 01:59:59.999000,474.4482727050781,Хорошее,,,,
2018-04-19 02:59:59.999000,469.8967590332031,Хорошее,,,,
2018-04-19 03:59:59.999000,483.054443359375,Хорошее,,,,
2018-04-19 04:59:59.999000,483.08245849609375,Хорошее,,,,
2018-04-19 05:59:59.999000,482.9629821777344,Хорошее,,,,
2018-04-19 06:59:59.999000,482.94647216796875,Хорошее,,,,
2018-04-19 07:59:59.999000,482.9672546386719,Хорошее,,,,
2018-04-19 08:59:59.999000,478.43359375,Хорошее,,,,
2018-04-19 09:59:59.999000,511.7194519042969,Хорошее,,,,
2018-04-19 10:59:59.999000,478.4857177734375,Хорошее,,,,
2018-04-19 11:59:59.999000,483.0193786621094,Хорошее,,,,
2018-04-19 12:59:59.999000,482.9542541503906,Хорошее,,,,
2018-04-19 13:59:59.999000,469.5334167480469,Хорошее,,,,
2018-04-19 14:59:59.999000,478.44757080078125,Хорошее,,,,
2018-04-19 15:59:59.999000,482.9385986328125,Хорошее,,,,
2018-04-19 16:59:59.999000,482.96392822265625,Хорошее,,,,
2018-04-19 17:59:59.999000,482.9336242675781,Хорошее,,,,
2018-04-19 18:59:59.999000,483.07196044921875,Хорошее,,,,
2018-04-19 19:59:59.999000,474.19219970703125,Хорошее,,,,
2018-04-19 20:59:59.999000,483.21240234375,Хорошее,,,,
2018-04-19 21:59:59.999000,483.2769470214844,Хорошее,,,,
2018-04-19 22:59:59.999000,483.3491516113281,Хорошее,,,,
2018-04-19 23:59:59.999000,483.44342041015625,Хорошее,,,,
2018-04-20 00:59:59.999000,483.3669738769531,Хорошее,,,,
2018-04-20 01:59:59.999000,483.3168029785156,Хорошее,,,,
2018-04-20 02:59:59.999000,483.3514404296875,Хорошее,,,,
2018-04-20 03:59:59.999000,483.4886779785156,Хорошее,,,,
2018-04-20 04:59:59.999000,470.10675048828125,Хорошее,,,,
2018-04-20 05:59:59.999000,483.6590576171875,Хорошее,,,,
2018-04-20 06:59:59.999000,483.5381164550781,Хорошее,,,,
2018-04-20 07:59:59.999000,483.4625549316406,Хорошее,,,,
2018-04-20 08:59:59.999000,483.3905029296875,Хорошее,,,,
2018-04-20 09:59:59.999000,466.9644775390625,Хорошее,,,,
2018-04-20 10:59:59.999000,469.97412109375,Хорошее,,,,
2018-04-20 11:59:59.999000,483.4118347167969,Хорошее,,,,
2018-04-20 12:59:59.999000,483.9160461425781,Хорошее,,,,
2018-04-20 13:59:59.999000,470.460205078125,Хорошее,,,,
2018-04-20 14:59:59.999000,0,Хорошее,,,,
2018-04-20 15:59:59.999000,0,Хорошее,,,,
2018-04-20 16:59:59.999000,0,Хорошее,,,,
2018-04-20 17:59:59.999000,0,Хорошее,,,,
2018-04-20 18:59:59.999000,0,Хорошее,,,,
2018-04-20 19:59:59.999000,0,Хорошее,,,,
2018-04-20 20:59:59.999000,0,Хорошее,,,,
2018-04-20 21:59:59.999000,0,Хорошее,,,,
2018-04-20 22:59:59.999000,0,Хорошее,,,,
2018-04-20 23:59:59.999000,0,Хорошее,,,,
2018-04-21 00:59:59.999000,0,Хорошее,,,,
2018-04-21 01:59:59.999000,0,Хорошее,,,,
2018-04-21 02:59:59.999000,0,Хорошее,,,,
2018-04-21 03:59:59.999000,0,Хорошее,,,,
2018-04-21 04:59:59.999000,0,Хорошее,,,,
2018-04-21 05:59:59.999000,0,Хорошее,,,,
2018-04-21 06:59:59.999000,0,Хорошее,,,,
2018-04-21 07:59:59.999000,0,Хорошее,,,,
2018-04-21 08:59:59.999000,0,Хорошее,,,,
2018-04-21 09:59:59.999000,0,Хорошее,,,,
2018-04-21 10:59:59.999000,0,Хорошее,,,,
2018-04-21 11:59:59.999000,0,Хорошее,,,,
2018-04-21 12:59:59.999000,0,Хорошее,,,,
2018-04-21 13:59:59.999000,0,Хорошее,,,,
2018-04-21 14:59:59.999000,0,Хорошее,,,,
2018-04-21 15:59:59.999000,0,Хорошее,,,,
2018-04-21 16:59:59.999000,0,Хорошее,,,,
2018-04-21 17:59:59.999000,0,Хорошее,,,,
2018-04-21 18:59:59.999000,0,Хорошее,,,,
2018-04-21 19:59:59.999000,0,Хорошее,,,,
2018-04-21 20:59:59.999000,0,Хорошее,,,,
2018-04-21 21:59:59.999000,0,Хорошее,,,,
2018-04-21 22:59:59.999000,0,Хорошее,,,,
2018-04-21 23:59:59.999000,0,Хорошее,,,,
2018-04-22 00:59:59.999000,0,Хорошее,,,,
2018-04-22 01:59:59.999000,0,Хорошее,,,,
2018-04-22 02:59:59.999000,0,Хорошее,,,,
2018-04-22 03:59:59.999000,0,Хорошее,,,,
2018-04-22 04:59:59.999000,0,Хорошее,,,,
2018-04-22 05:59:59.999000,0,Хорошее,,,,
2018-04-22 06:59:59.999000,0,Хорошее,,,,
2018-04-22 07:59:59.999000,0,Хорошее,,,,
2018-04-22 08:59:59.999000,0,Хорошее,,,,
2018-04-22 09:59:59.999000,0,Хорошее,,,,
2018-04-22 10:59:59.999000,0,Хорошее,,,,
2018-04-22 11:59:59.999000,0,Хорошее,,,,
2018-04-22 12:59:59.999000,0,Хорошее,,,,
2018-04-22 13:59:59.999000,0,Хорошее,,,,
2018-04-22 14:59:59.999000,0,Хорошее,,,,
2018-04-22 15:59:59.999000,0,Хорошее,,,,
2018-04-22 16:59:59.999000,0,Хорошее,,,,
2018-04-22 17:59:59.999000,0,Хорошее,,,,
2018-04-22 18:59:59.999000,0,Хорошее,,,,
2018-04-22 19:59:59.999000,0,Плохое,,,,
2018-04-22 20:59:59.999000,0,Хорошее,,,,
2018-04-22 21:59:59.999000,0,Хорошее,,,,
2018-04-22 22:59:59.999000,0,Хорошее,,,,
2018-04-22 23:59:59.999000,0,Хорошее,,,,
2018-04-23 00:59:59.999000,0,Хорошее,,,,
2018-04-23 01:59:59.999000,0,Хорошее,,,,
2018-04-23 02:59:59.999000,0,Хорошее,,,,
2018-04-23 03:59:59.999000,0,Хорошее,,,,
2018-04-23 04:59:59.999000,0,Хорошее,,,,
2018-04-23 05:59:59.999000,0,Хорошее,,,,
2018-04-23 06:59:59.999000,0,Хорошее,,,,
2018-04-23 07:59:59.999000,0,Хорошее,,,,
2018-04-23 08:59:59.999000,0,Хорошее,,,,
2018-04-23 09:59:59.999000,0,Хорошее,,,,
2018-04-23 10:59:59.999000,0,Хорошее,,,,
2018-04-23 11:59:59.999000,0,Хорошее,,,,
2018-04-23 12:59:59.999000,0,Хорошее,,,,
2018-04-23 13:59:59.999000,0,Хорошее,,,,
2018-04-23 14:59:59.999000,0,Хорошее,,,,
2018-04-23 15:59:59.999000,0,Хорошее,,,,
2018-04-23 16:59:59.999000,0,Хорошее,,,,
2018-04-23 17:59:59.999000,0,Хорошее,,,,
2018-04-23 18:59:59.999000,0,Хорошее,,,,
2018-04-23 19:59:59.999000,0,Хорошее,,,,
2018-04-23 20:59:59.999000,0,Хорошее,,,,
2018-04-23 21:59:59.999000,0,Хорошее,,,,
2018-04-23 22:59:59.999000,0,Хорошее,,,,
2018-04-23 23:59:59.999000,0,Хорошее,,,,
2018-04-24 00:59:59.999000,0,Хорошее,,,,
2018-04-24 01:59:59.999000,0,Хорошее,,,,
2018-04-24 02:59:59.999000,0,Плохое,,,,
2018-04-24 03:59:59.999000,0,Плохое,,,,
2018-04-24 04:59:59.999000,0,Плохое,,,,
2018-04-24 05:59:59.999000,0,Плохое,,,,
2018-04-24 06:59:59.999000,0,Плохое,,,,
2018-04-24 07:59:59.999000,0,Плохое,,,,
2018-04-24 08:59:59.999000,0,Хорошее,,,,
2018-04-24 09:59:59.999000,0,Хорошее,,,,
2018-04-24 10:59:59.999000,0,Плохое,,,,
2018-04-24 11:59:59.999000,0,Хорошее,,,,
2018-04-24 12:59:59.999000,0,Хорошее,,,,
2018-04-24 13:59:59.999000,0,Хорошее,,,,
2018-04-24 14:59:59.999000,0,Хорошее,,,,
2018-04-24 15:59:59.999000,0,Хорошее,,,,
2018-04-24 16:59:59.999000,0,Хорошее,,,,
2018-04-24 17:59:59.999000,0,Хорошее,,,,
2018-04-24 18:59:59.999000,0,Хорошее,,,,
2018-04-24 19:59:59.999000,0,Хорошее,,,,
2018-04-24 20:59:59.999000,0,Хорошее,,,,
2018-04-24 21:59:59.999000,0,Хорошее,,,,
2018-04-24 22:59:59.999000,0,Хорошее,,,,
2018-04-24 23:59:59.999000,0,Хорошее,,,,
2018-04-25 00:59:59.999000,0,Хорошее,,,,
2018-04-25 01:59:59.999000,0,Хорошее,,,,
2018-04-25 02:59:59.999000,0,Хорошее,,,,
2018-04-25 03:59:59.999000,0,Хорошее,,,,
2018-04-25 04:59:59.999000,0,Хорошее,,,,
2018-04-25 05:59:59.999000,0,Хорошее,,,,
2018-04-25 06:59:59.999000,0,Хорошее,,,,
2018-04-25 07:59:59.999000,0,Хорошее,,,,
2018-04-25 08:59:59.999000,0,Хорошее,,,,
2018-04-25 09:59:59.999000,0,Хорошее,,,,
2018-04-25 10:59:59.999000,0,Хорошее,,,,
2018-04-25 11:59:59.999000,0,Хорошее,,,,
2018-04-25 12:59:59.999000,0,Хорошее,,,,
2018-04-25 13:59:59.999000,0,Хорошее,,,,
2018-04-25 14:59:59.999000,0,Хорошее,,,,
2018-04-25 15:59:59.999000,0,Хорошее,,,,
2018-04-25 16:59:59.999000,0,Хорошее,,,,
2018-04-25 17:59:59.999000,0,Хорошее,,,,
2018-04-25 18:59:59.999000,0,Хорошее,,,,
2018-04-25 19:59:59.999000,0,Хорошее,,,,
2018-04-25 20:59:59.999000,0,Хорошее,,,,
2018-04-25 21:59:59.999000,0,Хорошее,,,,
2018-04-25 22:59:59.999000,0,Хорошее,,,,
2018-04-25 23:59:59.999000,0,Хорошее,,,,
2018-04-26 00:59:59.999000,0,Хорошее,,,,
2018-04-26 01:59:59.999000,0,Хорошее,,,,
2018-04-26 02:59:59.999000,0,Хорошее,,,,
2018-04-26 03:59:59.999000,0,Хорошее,,,,
2018-04-26 04:59:59.999000,0,Хорошее,,,,
2018-04-26 05:59:59.999000,0,Хорошее,,,,
2018-04-26 06:59:59.999000,0,Хорошее,,,,
